POST,/authz/api/v1/pep-instances/report,Auto Discovered POST /authz/api/v1/pep-instances/report,,96b041ce-5ffc-4cc2-a352-bc7337ec36ad,68dc29ff-b09f-4dec-8803-51773e025c4c,2026-03-25 03:04:11.081532 +00:00
POST,/authz/api/v1/pep-instances/report,Auto Discovered POST /authz/api/v1/pep-instances/report,,79aef3ad-e342-4725-a832-d65407add44c,c803b529-5e58-40a2-9618-e3325966426d,2026-03-25 03:04:11.081494 +00:00
POST,/authz/api/v1/pep-instances/report,Auto Discovered POST /authz/api/v1/pep-instances/report,,41769d33-630d-4bfc-b70f-25fd4004d672,9baef271-a693-496b-a58a-cbb3200e83ab,2026-03-25 03:04:11.082138 +00:00
POST,/authz/api/v1/pep-instances/report,Auto Discovered POST /authz/api/v1/pep-instances/report,,dfd75d6f-d6b7-4015-ae5e-2006cdf6dc88,f1031dcc-a8a2-49ae-9ad4-acda14ff35c8,2026-03-25 03:04:11.081838 +00:00
POST,/config/api/v1/configuration/page,Auto Discovered POST /config/api/v1/configuration/page,,41769d33-630d-4bfc-b70f-25fd4004d672,b0113901-2f45-491c-ad44-2684e63a2a89,2026-03-25 03:05:52.601606 +00:00
GET,/sts/api/application/list?current=1&size=10,Auto Discovered GET /sts/api/application/list?current=1&size=10,,41769d33-630d-4bfc-b70f-25fd4004d672,04eb5ef4-3ab2-4b75-a16a-53f19c9755d1,2026-03-25 03:06:33.162166 +00:00
GET,/api/v1/users/{id},Get User by ID,"",15f68719-4ab2-48c2-8344-9885793fc455,8a75ccfe-40c9-41c6-980b-6c8de588b284,2026-03-25 03:09:32.042213 +00:00
POST,/tag/tag,Auto Discovered POST /tag/tag,,41769d33-630d-4bfc-b70f-25fd4004d672,dc1c348c-707c-47e8-a8a8-e3be75838ca1,2026-03-25 03:31:58.212740 +00:00
POST,/tag/tag/page,Auto Discovered POST /tag/tag/page,,41769d33-630d-4bfc-b70f-25fd4004d672,58dab536-30c7-4cd0-a181-da3120f886ba,2026-03-25 03:31:58.426907 +00:00
POST,/tag/tag-category/page,Auto Discovered POST /tag/tag-category/page,,41769d33-630d-4bfc-b70f-25fd4004d672,b0e95244-a63c-4af6-b1ac-368b5c51c930,2026-03-25 03:32:01.539572 +00:00
POST,/tag/tag-category/page,Auto Discovered POST /tag/tag-category/page,,41769d33-630d-4bfc-b70f-25fd4004d672,3c1f8b44-46d3-4c5d-875a-874911d46b21,2026-03-25 03:32:01.573917 +00:00
POST,/tag/tag-group/tree,Auto Discovered POST /tag/tag-group/tree,,41769d33-630d-4bfc-b70f-25fd4004d672,3203097f-86c4-4bec-b421-9c8eae1e0359,2026-03-25 03:32:03.352165 +00:00
GET,/authz/api/v1/roles/selector?pageNum=1&pageSize=100,Auto Discovered GET /authz/api/v1/roles/selector?pageNum=1&pageSize=100,,41769d33-630d-4bfc-b70f-25fd4004d672,637bf9f7-b8a0-4881-948f-47c1f5c985d8,2026-03-25 03:33:08.506170 +00:00
GET,/authz/api/v1/roles?page=1&pageSize=10,Auto Discovered GET /authz/api/v1/roles?page=1&pageSize=10,,41769d33-630d-4bfc-b70f-25fd4004d672,0c1f7101-e206-4764-a70b-a31af67789d2,2026-03-25 03:33:08.590571 +00:00
GET,/resource/dataset/types,Auto Discovered GET /resource/dataset/types,,41769d33-630d-4bfc-b70f-25fd4004d672,3b865543-b973-4be8-9cc4-e3ec7d1384ae,2026-03-25 03:33:12.989033 +00:00
POST,/resource/dataset/page,Auto Discovered POST /resource/dataset/page,,41769d33-630d-4bfc-b70f-25fd4004d672,80886419-2eed-4e1d-94fe-13a2e69799a9,2026-03-25 03:33:13.110303 +00:00
POST,/resource/dataset/tree,Auto Discovered POST /resource/dataset/tree,,41769d33-630d-4bfc-b70f-25fd4004d672,5d9f47eb-f00b-4106-84bc-2fa82a6cea79,2026-03-25 03:33:16.295025 +00:00
POST,/tag/tag-hierarchy/page,Auto Discovered POST /tag/tag-hierarchy/page,,41769d33-630d-4bfc-b70f-25fd4004d672,c9ae8f7d-076f-4985-bb9d-99e26d6fa16c,2026-03-25 03:34:01.085984 +00:00
POST,/resource/dataset,Auto Discovered POST /resource/dataset,,41769d33-630d-4bfc-b70f-25fd4004d672,4ce1cb3d-e93a-42b7-b83f-b35115c492c6,2026-03-25 03:34:07.883629 +00:00
GET,/sts/oidc/authorize?client_id=sp_wg0t8xtz1mi&response_type=code&redirect_uri=http%3A%2F%2F10.10.2.116%3A39095%2Fapi%2Fauth%2Fcallback&code_challenge=jZae727K08KaOmKSgOaGzww_XVqGr_PKEgIMkjrcbJI&code_challenge_method=S256&scope=openid,Auto Discovered GET /sts/oidc/authorize?client_id=sp_wg0t8xtz1mi&response_type=code&redirect_uri=http%3A%2F%2F10.10.2.116%3A39095%2Fapi%2Fauth%2Fcallback&code_challenge=jZae727K08KaOmKSgOaGzww_XVqGr_PKEgIMkjrcbJI&code_challenge_method=S256&scope=openid,,41769d33-630d-4bfc-b70f-25fd4004d672,caad48a9-e836-4413-be73-54358f0ecfa8,2026-03-25 03:36:20.018647 +00:00
GET,/console/,Auto Discovered GET /console/,,41769d33-630d-4bfc-b70f-25fd4004d672,09718627-0979-44b6-ac76-51100b38458c,2026-03-25 03:36:20.286041 +00:00
GET,/sts/oidc/authorize?client_id=b9rSilSiYMjTSh6p&response_type=code&redirect_uri=http%3A%2F%2F10.10.2.116%3A39095%2Fapi%2Fauth%2Fcallback&code_challenge=jZae727K08KaOmKSgOaGzww_XVqGr_PKEgIMkjrcbJI&code_challenge_method=S256&scope=openid,Auto Discovered GET /sts/oidc/authorize?client_id=b9rSilSiYMjTSh6p&response_type=code&redirect_uri=http%3A%2F%2F10.10.2.116%3A39095%2Fapi%2Fauth%2Fcallback&code_challenge=jZae727K08KaOmKSgOaGzww_XVqGr_PKEgIMkjrcbJI&code_challenge_method=S256&scope=openid,,41769d33-630d-4bfc-b70f-25fd4004d672,3df588be-434e-4fc4-9e21-68b26d2710d1,2026-03-25 03:36:24.232428 +00:00
POST,/sts/oidc/token,Auto Discovered POST /sts/oidc/token,,41769d33-630d-4bfc-b70f-25fd4004d672,a92faeed-a3ef-45d1-b3bd-6d5ac88e770f,2026-03-25 03:36:24.296133 +00:00
POST,/resource/agent/page,Auto Discovered POST /resource/agent/page,,41769d33-630d-4bfc-b70f-25fd4004d672,63c269da-79ae-4fd0-b6dd-f72fca6f000d,2026-03-25 03:36:41.691345 +00:00
GET,/sts/api/login-session/page?page=1&size=10,Auto Discovered GET /sts/api/login-session/page?page=1&size=10,,41769d33-630d-4bfc-b70f-25fd4004d672,723dd60e-31be-4e73-8f96-8b9d997686c5,2026-03-25 03:36:48.084330 +00:00
GET,/sts/api/system-settings/list,Auto Discovered GET /sts/api/system-settings/list,,41769d33-630d-4bfc-b70f-25fd4004d672,8b891ecd-3752-412c-91f9-d80403c604c0,2026-03-25 03:36:48.611185 +00:00
GET,/sts/api/application/list?page=1&size=100,Auto Discovered GET /sts/api/application/list?page=1&size=100,,41769d33-630d-4bfc-b70f-25fd4004d672,e358dbad-86bc-471c-96a1-40ba2bf7db79,2026-03-25 03:36:49.714523 +00:00
POST,/mdm/user/list,Auto Discovered POST /mdm/user/list,,41769d33-630d-4bfc-b70f-25fd4004d672,fd7d0913-42df-4e87-86f9-a4216f647d3a,2026-03-25 03:43:28.737230 +00:00
POST,/mdm/org/list/tree,Auto Discovered POST /mdm/org/list/tree,,41769d33-630d-4bfc-b70f-25fd4004d672,943a0c7e-b8a5-4637-b82f-0b54c1edb1fd,2026-03-25 03:43:28.751375 +00:00
GET,/authz/api/v1/policies/relation?pageNum=1&pageSize=10,Auto Discovered GET /authz/api/v1/policies/relation?pageNum=1&pageSize=10,,41769d33-630d-4bfc-b70f-25fd4004d672,94d1c119-8a3b-47b1-8c67-d1669e06dfd5,2026-03-25 03:43:32.254126 +00:00
PUT,/authz/api/v1/policies/relation/c6c83914740f387647d6e32a20b12a8a,Auto Discovered PUT /authz/api/v1/policies/relation/c6c83914740f387647d6e32a20b12a8a,,41769d33-630d-4bfc-b70f-25fd4004d672,16e02ae6-3cc3-4c3b-b4c4-4f0cdfa1b9e2,2026-03-25 03:43:39.661443 +00:00
GET,/,Auto Discovered GET /,,41769d33-630d-4bfc-b70f-25fd4004d672,abcd9130-902c-4e95-af2d-279ae89c1a4f,2026-03-25 03:43:52.448927 +00:00
GET,/,Auto Discovered GET /,,41769d33-630d-4bfc-b70f-25fd4004d672,f03a9d6c-0e96-4648-b7a5-4f6ad16bd701,2026-03-25 03:43:52.453435 +00:00
GET,/sts/api/auth/current,Auto Discovered GET /sts/api/auth/current,,41769d33-630d-4bfc-b70f-25fd4004d672,dbc7c4af-8ebd-43d8-872f-2095246655bb,2026-03-25 03:43:53.512526 +00:00
GET,/sts/api/auth/authorize,Auto Discovered GET /sts/api/auth/authorize,,41769d33-630d-4bfc-b70f-25fd4004d672,26cd1228-2d31-4c48-81da-2376c443c2ad,2026-03-25 03:43:53.670500 +00:00
